,X1,X107,X2,X108,X11,X109,X14,X110,X15,X111,X18,X112,X21,X113,X22,X114,X26,X115,X40,X116,X46,X119,X48,X120,X52,X121,X56,X122,X59,X123,X60,X124,X62,X125,X64,X126,X66,X127,X67,X128,X68,X129,X69,X130,X74,X131,X77,X132,X78,X133,X88,X134,X89,X135,X90,X136,X93,X137,X97,X138
hsa-let-7a-3p,9,3,38,5,8,1,6,5,4,0,3,0,17,0,20,1,2,0,16,3,3,1,36,2,8,3,22,0,29,0,31,0,26,0,28,9,2,1,1,0,6,0,6,0,0,5,2,0,11,0,5,5,9,0,6,17,17,1,0,9
hsa-let-7a-5p,6290,3713,17195,7971,3759,2661,1522,4889,519,1188,480,956,2774,1126,3861,1216,1769,1117,3653,1788,1752,2903,16695,1941,3691,4320,6611,3485,11779,2699,8496,5628,15998,3945,5941,7542,1449,4861,1274,7874,2403,3702,2691,7777,1701,7363,1629,3689,1210,16210,2254,3111,2454,1032,2399,8572,5808,4243,775,2427
hsa-let-7b-3p,83,28,79,34,13,17,15,32,4,0,3,0,14,1,26,2,20,5,25,10,10,0,98,6,21,14,60,5,89,20,41,18,68,63,15,8,10,17,6,17,34,31,25,68,16,48,13,22,9,76,11,50,62,13,23,15,38,3,19,9
hsa-let-7b-5p,1319,1540,3645,1979,464,905,368,974,119,174,52,425,374,461,580,429,294,454,342,433,224,778,1827,415,584,952,776,326,1279,627,739,809,1355,604,443,780,215,625,237,802,283,618,524,1380,221,945,238,468,76,2274,280,477,465,228,371,2256,683,549,220,916
hsa-let-7c-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-let-7c-5p,117,35,294,96,85,42,26,28,14,18,9,13,31,5,82,8,25,13,48,39,18,22,102,13,48,27,108,30,175,29,118,71,230,53,74,48,18,43,21,29,43,63,44,70,53,31,25,21,24,103,28,126,56,25,57,33,74,69,56,35
hsa-let-7d-3p,869,351,1432,1170,1062,410,188,755,98,109,132,3,581,116,1002,99,307,149,1085,239,411,360,2913,245,391,456,1157,348,1711,368,1087,832,2926,486,1409,508,197,393,192,489,394,864,315,1246,111,856,374,594,38,1262,342,552,1344,404,475,665,906,513,115,400
hsa-let-7d-5p,636,565,1715,1093,532,435,302,831,61,16,84,26,544,216,828,221,240,199,619,251,337,195,2727,132,415,303,897,170,1253,205,788,365,2804,373,1384,596,187,339,145,586,316,246,364,798,37,579,226,309,19,1315,299,251,258,71,306,988,862,422,9,240
hsa-let-7e-3p,0,1,0,3,0,3,1,8,1,10,0,0,3,0,2,0,4,0,0,2,0,1,0,0,0,0,0,0,5,0,4,2,16,6,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,4,1,7,0,0
hsa-let-7e-5p,202,51,749,286,399,70,30,129,36,180,12,37,147,39,191,20,62,24,147,95,96,119,696,101,86,110,167,151,325,117,197,199,776,157,168,143,42,168,55,203,84,238,49,175,27,426,81,198,21,181,100,163,104,53,80,114,165,155,77,90
hsa-let-7f-1-3p,0,1,11,4,0,0,0,0,0,0,0,0,2,0,7,0,0,0,6,0,1,0,12,0,2,0,6,0,9,1,21,2,4,0,3,3,0,11,0,0,5,0,5,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0
hsa-let-7f-2-3p,10,1,0,3,26,0,0,0,0,0,2,0,11,1,13,0,3,1,9,0,7,0,24,0,2,0,16,0,25,0,24,0,38,2,12,0,0,0,5,0,3,0,0,0,0,0,9,0,0,11,4,0,2,0,3,0,6,0,0,0
hsa-let-7f-5p,14752,4320,32905,10904,12990,3142,3332,7949,1142,1820,1248,1396,7635,1294,11174,1519,3433,1309,10369,2384,4985,4418,42910,3061,6792,6587,16345,5955,22256,3958,14519,12263,45014,10050,18132,21225,2659,11788,2160,21597,4664,6144,4868,13017,5306,15204,3952,6403,3110,29988,5605,5612,3726,1689,4821,16122,13812,8106,2190,3879
hsa-let-7g-3p,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,4,0,2,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
hsa-let-7g-5p,2953,1381,6287,1850,1269,729,947,1044,279,72,161,249,1279,289,1592,300,570,431,1346,436,604,599,5666,332,1256,724,2803,472,3796,600,2533,846,5050,997,2313,1464,510,869,591,1478,924,626,1242,1550,330,1334,530,692,266,2992,463,650,604,235,790,2457,1387,909,234,1155
hsa-let-7i-3p,24,3,27,11,3,7,8,3,1,0,2,0,7,1,5,2,3,0,5,1,0,4,12,1,5,1,20,0,15,1,11,4,6,3,4,1,3,1,0,0,8,5,7,6,0,4,2,0,0,6,1,4,18,3,7,1,3,4,0,5
hsa-let-7i-5p,8136,2881,16192,6297,5596,2398,2457,2999,929,1138,618,1095,4158,830,5630,912,1858,1102,7157,1433,2785,2375,18202,1098,3048,2773,8424,1528,8510,2038,6142,2853,15138,2446,9610,5000,1427,3309,1417,4825,2315,2397,2588,4867,1856,4769,1633,1839,1490,10377,1696,2028,2257,1028,1939,7669,4973,2799,904,3018
hsa-miR-1-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-100-5p,253,123,280,63,193,46,25,46,34,3,14,26,32,5,30,4,35,11,49,14,7,28,226,15,58,30,120,8,171,17,122,32,128,145,26,148,25,61,24,65,44,60,40,115,118,33,11,22,107,160,24,149,670,232,41,136,43,58,79,46
hsa-miR-101-3p,3850,627,7836,1008,2351,534,1953,605,634,2,272,43,1602,149,1818,173,1318,226,2808,365,1028,439,12384,254,2361,451,6216,161,7310,415,4752,361,5590,813,2380,1171,976,925,1155,1124,1515,566,1836,836,211,961,717,172,192,1844,484,332,2592,403,1130,1307,2163,628,154,1054
hsa-miR-101-5p,6,2,12,3,0,3,0,0,2,0,2,0,1,0,0,0,0,1,5,0,0,0,0,0,2,5,0,0,12,0,6,3,13,1,8,0,0,0,4,4,2,0,2,0,0,4,0,0,0,18,1,4,8,0,2,6,1,0,0,0
hsa-miR-103a-2-5p,0,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
hsa-miR-103a-3p,2276,1241,4600,2394,1813,717,976,1239,287,122,242,75,1499,425,2673,361,947,335,2723,527,1081,493,8467,290,1281,666,3801,447,3555,461,2032,813,6644,861,4133,1759,569,886,561,1256,1006,541,1061,1725,179,1488,695,447,194,3031,909,500,678,199,902,2262,2591,974,172,942
hsa-miR-103b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-105-5p,0,0,1,0,55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,19,0
hsa-miR-106a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-106a-5p,1,9,54,5,4,5,14,13,4,0,0,0,12,1,13,1,0,4,11,8,2,1,41,2,5,0,6,1,19,0,8,0,17,5,11,2,3,0,6,12,7,0,4,10,0,3,7,0,1,0,1,0,0,2,7,10,12,0,1,10
hsa-miR-106b-3p,972,582,1706,726,348,273,416,289,142,27,29,18,249,93,278,81,297,156,435,196,108,215,1815,132,362,290,923,103,815,203,549,223,797,162,267,354,162,288,174,211,244,194,323,624,65,328,121,107,19,1226,61,137,301,138,171,1040,298,263,24,583
hsa-miR-106b-5p,26,12,73,29,29,5,19,17,3,0,1,0,22,1,45,3,6,9,22,8,11,4,98,0,20,6,9,9,79,0,49,0,94,7,40,11,10,14,9,8,17,0,24,16,0,10,17,8,0,25,5,5,35,4,26,30,28,10,1,26
hsa-miR-107,52,61,166,100,64,48,30,66,3,6,11,1,91,28,137,17,27,12,102,34,50,32,366,11,42,36,108,24,166,28,74,31,394,44,256,47,21,37,10,79,25,6,30,69,0,71,33,29,0,103,62,16,17,9,38,53,129,82,5,14
hsa-miR-10a-3p,6,3,11,7,0,0,3,9,0,3,0,0,2,0,0,0,0,0,0,0,1,1,1,0,5,0,1,0,6,0,15,0,19,2,4,0,1,0,3,3,5,0,1,0,0,5,0,0,0,0,0,0,42,11,2,0,3,0,0,0
hsa-miR-10a-5p,9912,1104,34290,4736,7575,1324,1742,2169,1111,2106,409,3067,1807,250,2757,203,1518,583,2184,691,1093,1482,11652,917,2934,2090,5844,809,9757,1657,7425,2393,6887,4498,3019,2246,988,2731,1513,4108,2980,4821,3480,6550,7996,4430,913,3323,4186,7157,1150,5969,10552,6591,1997,3912,2244,4094,4482,1754
hsa-miR-10b-3p,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,4,0,1,0,0,0,0,0,0,7,0,0,0,3,0,0,2,0,0,0,0,0,14,0,0,0,0,0,1,5,10,0,1,0,0,0,0,6
hsa-miR-10b-5p,38645,3158,115659,10959,20491,2532,5901,4282,3726,11147,1039,17134,3897,421,3788,382,6562,1927,6400,1748,2184,4606,30571,2536,9053,6457,17052,2573,29072,5689,23243,6570,15814,13077,3803,6999,2652,8519,5217,11028,8867,15795,10843,21744,43722,10802,2230,8744,30745,19573,3302,22295,35550,24794,6858,12107,5638,11169,29400,7405
hsa-miR-1178-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1180-3p,19,23,50,23,0,13,20,23,6,0,0,0,16,5,14,20,7,14,6,19,4,6,15,8,13,14,39,1,23,4,11,9,15,7,1,10,4,5,6,5,15,4,11,10,0,8,5,5,0,10,5,3,68,20,31,59,11,8,0,28
hsa-miR-1180-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1185-1-3p,6,3,0,1,5,0,1,0,0,0,0,0,3,0,18,2,5,0,18,0,12,0,6,0,1,1,7,0,6,0,0,0,20,0,9,0,6,9,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,5,5,0,0,0,0
hsa-miR-1185-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0
hsa-miR-1185-5p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1197,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,1,3,8,0,1,0,2,0,0,0,0,0,17,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
hsa-miR-1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-122-3p,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0,2,0,0,2,4,0,9,0,0
hsa-miR-122-5p,147,15,157,36,215,24,34,8,29,249,34,2327,55,25,54,15,46,92,23,17,4,31,107,41,49,159,110,116,84,36,27,39,66,40,71,113,48,137,13,50,68,79,54,79,1061,14,46,12,7393,225,409,126,191,64,180,178,255,263,7032,158
hsa-miR-1224-5p,0,0,0,2,0,2,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,10,0,7,0,0,0,13
hsa-miR-1225-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1226-3p,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
hsa-miR-1226-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1227-3p,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,1,0,4,0,0,0,0,0
hsa-miR-1228-3p,3,0,37,3,0,0,0,3,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,4,3,0,0,2,1,0,0,0,0,0,9,0,0,0,4,0,7,2,0,5,0,0,0,0,0,0,0
hsa-miR-1228-5p,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0
hsa-miR-1229-3p,6,0,13,0,0,2,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,13,3,0,7,0,0,0,0,0,0,9,0,12,0,12,0,4,0,22,0,0,0,0,1,4,0,0,0,0
hsa-miR-1233-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
hsa-miR-1234-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1236-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1237-3p,0,0,12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
hsa-miR-1238-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-124-3p,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
hsa-miR-124-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1246,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,1,3,2,4,0,2,5,2,1,0,2,2,0,0,4,2,4,2,0,0,2,0,1,2,8,0,8,6,0,1,6,2,2,0,2
hsa-miR-1247-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1247-5p,12,1,0,4,0,0,1,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,3,0,0,8,2,0,0,2,0,0,0,1,4,0,0,0,0,1,4,0,8,0,3,1,0,0,0,1,0,3,0,2,0,2,10,0,0
hsa-miR-1249-3p,0,5,0,29,5,2,0,10,0,0,1,0,1,1,1,1,0,0,2,6,0,4,0,2,5,3,4,23,10,10,0,12,9,6,0,15,0,1,0,9,0,22,0,32,0,13,0,21,0,36,0,10,0,8,0,4,1,5,0,0
hsa-miR-1250-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1251-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1252-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1254,6,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,7,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,5,0,0
hsa-miR-1255a,0,0,0,0,10,3,2,1,0,0,0,0,4,0,0,1,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,19,5,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0
hsa-miR-1255b-5p,13,1,22,0,8,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,7,4,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,9,0,0,3,3,1,0,0,0,0,0
hsa-miR-1256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-125a-3p,8,0,0,3,11,0,1,6,0,0,0,0,6,0,6,0,3,1,2,0,0,0,0,0,1,0,0,0,3,5,0,0,0,2,3,0,0,0,0,0,3,0,3,0,0,2,1,0,0,26,0,0,1,1,0,0,1,0,0,0
hsa-miR-125a-5p,308,131,1436,592,568,141,69,352,45,138,35,215,184,56,303,28,113,69,319,153,87,99,1016,93,156,113,331,86,464,94,299,164,573,196,166,157,48,201,53,148,102,246,106,347,208,316,62,183,167,356,86,216,118,55,134,225,158,186,150,68
hsa-miR-125b-1-3p,12,2,9,1,2,1,0,5,0,9,1,0,0,0,0,1,2,1,0,2,2,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,3,0,0,1,0,3,14,0,0,1,4,3,7,0,9,8,4,1,5,2,0,0,0
hsa-miR-125b-2-3p,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,1,0,0,0,0,4,0,2,0,1,2,0,0,4,0,2,0,0,0,0,2,18,9,1,0,4,2,1,0,0,0,0,0
hsa-miR-125b-5p,36,15,61,39,56,10,13,32,5,0,5,0,11,7,14,0,13,7,16,3,2,4,51,3,12,12,85,8,32,14,33,13,34,26,18,14,3,32,2,7,23,15,9,64,23,20,2,10,1,59,14,39,114,27,19,47,16,24,9,17
hsa-miR-126-3p,1479,495,4913,2054,1971,373,580,808,242,9,255,7,1328,213,2460,178,583,154,1789,397,876,225,3145,169,940,319,1764,230,2602,241,2087,452,5026,486,3201,650,417,517,427,750,1092,507,752,516,51,596,1016,240,28,1061,1179,366,1069,141,1150,592,1881,289,14,240
hsa-miR-126-5p,15029,1615,47884,6698,22530,1975,3646,4145,1993,106,1912,176,11355,630,18757,674,3169,830,14505,1990,6345,1454,26389,1176,5950,2196,14794,1077,19793,1452,14753,2595,35490,3823,24547,4852,2982,4034,3166,6171,6352,2914,5071,3741,722,4445,4699,1786,658,4924,4688,2134,6083,1269,6320,3501,10890,2871,515,2273
hsa-miR-1260a,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1260b,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,9,0,10,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0
hsa-miR-1261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
hsa-miR-1262,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1269a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1269b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-127-3p,383,90,300,253,2550,155,66,396,6,106,82,58,232,43,1045,92,128,98,628,205,330,162,485,52,159,309,445,98,699,222,41,63,801,89,808,186,112,531,46,355,90,76,69,300,327,856,158,122,83,335,113,90,43,46,175,283,118,64,399,74
hsa-miR-127-5p,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-1270,13,2,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,21,0,0,1,0,2,0,3,0,0,0
hsa-miR-1271-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1273c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1273d,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1273f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1273g-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1273h-3p,34,6,20,59,32,7,9,28,0,11,2,10,29,7,41,3,7,5,52,19,20,5,91,8,7,17,77,7,31,18,25,39,148,15,123,15,6,18,3,35,27,38,7,46,1,1,11,9,8,7,14,18,5,5,14,0,57,25,0,15
hsa-miR-1273h-5p,0,2,15,5,0,1,0,2,0,0,0,8,0,0,3,2,0,0,4,0,0,0,6,0,0,0,0,1,0,0,4,0,24,0,5,7,1,0,1,0,0,0,0,9,0,0,1,0,0,0,3,0,0,0,4,0,2,0,15,0
hsa-miR-1275,0,31,9,3,0,1,2,0,0,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,0,0,4,7,0,0,0,0,0,12,1,0,1,0,0,5,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0
hsa-miR-1276,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
